2026-03-04 22:32:57,888 | INFO | Loaded snapshot for Asset ID: aec-ufc-grerod-brufer-2026-03-07-inverse | Best Bid: (Decimal('0.360'), Decimal('25991.000')) | Best Ask: (Decimal('0.400'), Decimal('1516.000'))
2026-03-04 22:32:57,888 | INFO | Loaded snapshot for Asset ID: aec-ufc-codgar-xialon-2026-03-07 | Best Bid: (Decimal('0.410'), Decimal('1379.000')) | Best Ask: (Decimal('0.430'), Decimal('3649.000'))
2026-03-04 22:32:57,888 | INFO | Loaded snapshot for Asset ID: aec-ufc-codgar-xialon-2026-03-07-inverse | Best Bid: (Decimal('0.570'), Decimal('3649.000')) | Best Ask: (Decimal('0.590'), Decimal('1379.000'))
2026-03-04 22:32:57,901 | INFO | Loaded snapshot for Asset ID: aec-ufc-rictur-albmon-2026-03-07 | Best Bid: (Decimal('0.360'), Decimal('2488.000')) | Best Ask: (Decimal('0.390'), Decimal('1046.000'))
2026-03-04 22:32:57,901 | INFO | Loaded snapshot for Asset ID: aec-ufc-rictur-albmon-2026-03-07-inverse | Best Bid: (Decimal('0.610'), Decimal('1046.000')) | Best Ask: (Decimal('0.640'), Decimal('2488.000'))
2026-03-04 22:32:57,901 | INFO | Loaded snapshot for Asset ID: aec-ufc-coddur-nyatum-2026-03-07 | Best Bid: (Decimal('0.420'), Decimal('350.000')) | Best Ask: (Decimal('0.440'), Decimal('1572.000'))
2026-03-04 22:32:57,901 | INFO | Loaded snapshot for Asset ID: aec-ufc-coddur-nyatum-2026-03-07-inverse | Best Bid: (Decimal('0.560'), Decimal('1572.000')) | Best Ask: (Decimal('0.580'), Decimal('350.000'))
2026-03-04 22:32:57,901 | INFO | Loaded snapshot for Asset ID: aec-ufc-rodbel-lukfer-2026-03-07 | Best Bid: (Decimal('0.300'), Decimal('1496.000')) | Best Ask: (Decimal('0.340'), Decimal('1464.000'))
2026-03-04 22:32:57,901 | INFO | Loaded snapshot for Asset ID: aec-ufc-rodbel-lukfer-2026-03-07-inverse | Best Bid: (Decimal('0.660'), Decimal('1464.000')) | Best Ask: (Decimal('0.700'), Decimal('1496.000'))
2026-03-04 22:32:57,901 | INFO | Loaded snapshot for Asset ID: aec-ufc-sumuda-jesagu-2026-03-07 | Best Bid: (Decimal('0.620'), Decimal('200.000')) | Best Ask: (Decimal('0.700'), Decimal('200.000'))
2026-03-04 22:32:57,903 | INFO | Loaded snapshot for Asset ID: aec-ufc-sumuda-jesagu-2026-03-07-inverse | Best Bid: (Decimal('0.300'), Decimal('200.000')) | Best Ask: (Decimal('0.380'), Decimal('200.000'))
2026-03-04 22:32:57,903 | INFO | Loaded snapshot for Asset ID: aec-ufc-codbru-donjoh-2026-03-07 | Best Bid: (Decimal('0.150'), Decimal('315.000')) | Best Ask: (Decimal('0.180'), Decimal('916.000'))
2026-03-04 22:32:57,903 | INFO | Loaded snapshot for Asset ID: aec-ufc-codbru-donjoh-2026-03-07-inverse | Best Bid: (Decimal('0.820'), Decimal('916.000')) | Best Ask: (Decimal('0.850'), Decimal('315.000'))
2026-03-04 22:32:57,903 | INFO | Loaded snapshot for Asset ID: aec-ufc-diynur-raftob-2026-03-07 | Best Bid: (Decimal('0.340'), Decimal('1310.000')) | Best Ask: (Decimal('0.380'), Decimal('1357.000'))
2026-03-04 22:32:57,903 | INFO | Loaded snapshot for Asset ID: aec-ufc-diynur-raftob-2026-03-07-inverse | Best Bid: (Decimal('0.620'), Decimal('1357.000')) | Best Ask: (Decimal('0.660'), Decimal('1310.000'))
2026-03-04 22:32:57,903 | INFO | Loaded snapshot for Asset ID: aec-ufc-gasbol-jeolee-2026-03-07 | Best Bid: (Decimal('0.270'), Decimal('200.000')) | Best Ask: (Decimal('0.310'), Decimal('200.000'))
2026-03-04 22:32:57,903 | INFO | Loaded snapshot for Asset ID: aec-ufc-gasbol-jeolee-2026-03-07-inverse | Best Bid: (Decimal('0.690'), Decimal('200.000')) | Best Ask: (Decimal('0.730'), Decimal('200.000'))
2026-03-04 22:32:58,693 | INFO | Loaded snapshot for Asset ID: aec-ufc-codgar-xialon-2026-03-07 | Best Bid: (Decimal('0.410'), Decimal('1379.000')) | Best Ask: (Decimal('0.430'), Decimal('3649.000'))
2026-03-04 22:32:58,693 | INFO | Loaded snapshot for Asset ID: aec-ufc-codgar-xialon-2026-03-07-inverse | Best Bid: (Decimal('0.570'), Decimal('3649.000')) | Best Ask: (Decimal('0.590'), Decimal('1379.000'))
2026-03-04 22:32:58,693 | INFO | Loaded snapshot for Asset ID: aec-ufc-codgar-xialon-2026-03-07 | Best Bid: (Decimal('0.410'), Decimal('1399.000')) | Best Ask: (Decimal('0.430'), Decimal('3649.000'))
2026-03-04 22:32:58,693 | INFO | Loaded snapshot for Asset ID: aec-ufc-codgar-xialon-2026-03-07-inverse | Best Bid: (Decimal('0.570'), Decimal('3649.000')) | Best Ask: (Decimal('0.590'), Decimal('1399.000'))
2026-03-04 22:32:58,693 | INFO | Loaded snapshot for Asset ID: aec-ufc-chaoli-maxhol-2026-03-07 | Best Bid: (Decimal('0.340'), Decimal('11436.000')) | Best Ask: (Decimal('0.360'), Decimal('21318.000'))
2026-03-04 22:32:58,693 | INFO | Loaded snapshot for Asset ID: aec-ufc-chaoli-maxhol-2026-03-07-inverse | Best Bid: (Decimal('0.640'), Decimal('21318.000')) | Best Ask: (Decimal('0.660'), Decimal('11436.000'))
2026-03-04 22:32:58,693 | INFO | Loaded snapshot for Asset ID: aec-ufc-codgar-xialon-2026-03-07 | Best Bid: (Decimal('0.410'), Decimal('1399.000')) | Best Ask: (Decimal('0.430'), Decimal('3629.000'))
2026-03-04 22:32:58,693 | INFO | Loaded snapshot for Asset ID: aec-ufc-codgar-xialon-2026-03-07-inverse | Best Bid: (Decimal('0.570'), Decimal('3629.000')) | Best Ask: (Decimal('0.590'), Decimal('1399.000'))
2026-03-04 22:32:59,412 | INFO | Loaded snapshot for Asset ID: aec-ufc-chaoli-maxhol-2026-03-07 | Best Bid: (Decimal('0.340'), Decimal('11436.000')) | Best Ask: (Decimal('0.360'), Decimal('21318.000'))
2026-03-04 22:32:59,412 | INFO | Loaded snapshot for Asset ID: aec-ufc-chaoli-maxhol-2026-03-07-inverse | Best Bid: (Decimal('0.640'), Decimal('21318.000')) | Best Ask: (Decimal('0.660'), Decimal('11436.000'))
2026-03-04 22:32:59,412 | INFO | Loaded snapshot for Asset ID: aec-ufc-codgar-xialon-2026-03-07 | Best Bid: (Decimal('0.410'), Decimal('1399.000')) | Best Ask: (Decimal('0.430'), Decimal('3629.000'))
2026-03-04 22:32:59,412 | INFO | Loaded snapshot for Asset ID: aec-ufc-codgar-xialon-2026-03-07-inverse | Best Bid: (Decimal('0.570'), Decimal('3629.000')) | Best Ask: (Decimal('0.590'), Decimal('1399.000'))
2026-03-04 22:32:59,412 | INFO | Loaded snapshot for Asset ID: aec-ufc-chaoli-maxhol-2026-03-07 | Best Bid: (Decimal('0.340'), Decimal('11436.000')) | Best Ask: (Decimal('0.360'), Decimal('21318.000'))
2026-03-04 22:32:59,412 | INFO | Loaded snapshot for Asset ID: aec-ufc-chaoli-maxhol-2026-03-07-inverse | Best Bid: (Decimal('0.640'), Decimal('21318.000')) | Best Ask: (Decimal('0.660'), Decimal('11436.000'))
2026-03-04 22:32:59,412 | INFO | Loaded snapshot for Asset ID: aec-ufc-chaoli-maxhol-2026-03-07 | Best Bid: (Decimal('0.340'), Decimal('11436.000')) | Best Ask: (Decimal('0.360'), Decimal('21328.000'))
2026-03-04 22:32:59,412 | INFO | Loaded snapshot for Asset ID: aec-ufc-chaoli-maxhol-2026-03-07-inverse | Best Bid: (Decimal('0.640'), Decimal('21328.000')) | Best Ask: (Decimal('0.660'), Decimal('11436.000'))
2026-03-04 22:32:59,916 | INFO | Loaded snapshot for Asset ID: aec-ufc-codgar-xialon-2026-03-07 | Best Bid: (Decimal('0.410'), Decimal('1379.000')) | Best Ask: (Decimal('0.430'), Decimal('3629.000'))
2026-03-04 22:32:59,916 | INFO | Loaded snapshot for Asset ID: aec-ufc-codgar-xialon-2026-03-07-inverse | Best Bid: (Decimal('0.570'), Decimal('3629.000')) | Best Ask: (Decimal('0.590'), Decimal('1379.000'))
2026-03-04 22:32:59,927 | INFO | Loaded snapshot for Asset ID: aec-ufc-codgar-xialon-2026-03-07 | Best Bid: (Decimal('0.410'), Decimal('1379.000')) | Best Ask: (Decimal('0.430'), Decimal('3629.000'))
2026-03-04 22:32:59,927 | INFO | Loaded snapshot for Asset ID: aec-ufc-codgar-xialon-2026-03-07-inverse | Best Bid: (Decimal('0.570'), Decimal('3629.000')) | Best Ask: (Decimal('0.590'), Decimal('1379.000'))
2026-03-04 22:32:59,927 | INFO | Loaded snapshot for Asset ID: aec-ufc-codgar-xialon-2026-03-07 | Best Bid: (Decimal('0.410'), Decimal('1379.000')) | Best Ask: (Decimal('0.430'), Decimal('3629.000'))
2026-03-04 22:32:59,927 | INFO | Loaded snapshot for Asset ID: aec-ufc-codgar-xialon-2026-03-07-inverse | Best Bid: (Decimal('0.570'), Decimal('3629.000')) | Best Ask: (Decimal('0.590'), Decimal('1379.000'))
2026-03-04 22:32:59,966 | INFO | Loaded snapshot for Asset ID: aec-ufc-chaoli-maxhol-2026-03-07 | Best Bid: (Decimal('0.340'), Decimal('11436.000')) | Best Ask: (Decimal('0.360'), Decimal('21328.000'))
2026-03-04 22:32:59,966 | INFO | Loaded snapshot for Asset ID: aec-ufc-chaoli-maxhol-2026-03-07-inverse | Best Bid: (Decimal('0.640'), Decimal('21328.000')) | Best Ask: (Decimal('0.660'), Decimal('11436.000'))
2026-03-04 22:32:59,972 | INFO | Loaded snapshot for Asset ID: aec-ufc-codgar-xialon-2026-03-07 | Best Bid: (Decimal('0.410'), Decimal('1379.000')) | Best Ask: (Decimal('0.430'), Decimal('3649.000'))
2026-03-04 22:32:59,972 | INFO | Loaded snapshot for Asset ID: aec-ufc-codgar-xialon-2026-03-07-inverse | Best Bid: (Decimal('0.570'), Decimal('3649.000')) | Best Ask: (Decimal('0.590'), Decimal('1379.000'))
2026-03-04 22:33:00,027 | INFO | Loaded snapshot for Asset ID: aec-ufc-chaoli-maxhol-2026-03-07 | Best Bid: (Decimal('0.350'), Decimal('10.000')) | Best Ask: (Decimal('0.360'), Decimal('21328.000'))
2026-03-04 22:33:00,027 | INFO | Loaded snapshot for Asset ID: aec-ufc-chaoli-maxhol-2026-03-07-inverse | Best Bid: (Decimal('0.640'), Decimal('21328.000')) | Best Ask: (Decimal('0.650'), Decimal('10.000'))
